itemId,variationId,externalId,priceGross,stock
779,1710,nan,nan,nan
779,1711,nan,nan,nan
779,1712,nan,nan,nan
779,1713,nan,nan,nan
779,1714,nan,nan,nan
779,1715,nan,nan,nan
779,1716,nan,nan,nan
779,1717,nan,nan,nan
779,1718,nan,nan,nan
779,1719,nan,nan,nan
779,1720,nan,nan,nan
779,1721,nan,nan,nan
